module_name,balancing,balancing,balancing,battery,battery,battery,battery,battery,grid,grid,grid,grid,grid,grid,grid,grid,load,load,load,load,load,load,load,load,load,renewable2.csv.gz,renewable2.csv.gz,renewable2.csv.gz,renewable2.csv.gz,renewable22.csv.gz,renewable22.csv.gz,renewable22.csv.gz,renewable22.csv.gz,balance,balance,balance,balance,balance,balance,balance,balance,balance,balance,net_load,action,converted_action,converted_action
module_number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
field,loss_load,overgeneration,reward,charge_amount,current_charge,discharge_amount,reward,soc,co2_per_kwh_current,co2_production,export_price_current,grid_export,grid_import,grid_status_current,import_price_current,reward,load_current,load_met,reward,load_current,load_met,reward,load_current,load_met,reward,curtailment,renewable_current,renewable_used,reward,curtailment,renewable_current,renewable_used,reward,reward,shaped_reward,overall_provided_to_microgrid,overall_absorbed_from_microgrid,flex_provided_to_microgrid,flex_absorbed_from_microgrid,controllable_provided_to_microgrid,controllable_absorbed_from_microgrid,fixed_provided_to_microgrid,fixed_absorbed_from_microgrid,,,battery_0,grid_0
5884,76631.12669256734,0.0,-766311.2669256735,0.0,10.0,0.0,-0.0,0.01,0.4008082129999999,40.08082129999999,0.0,0.0,100.0,1.0,0.08,-8.0,-56546.58126061086,56546.58126061086,0.0,-8183.279736910474,8183.279736910474,0.0,-12001.265695046006,12001.265695046006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-766319.2669256735,-766319.2669256735,76731.12669256734,76731.12669256734,76631.12669256734,0.0,100.0,0.0,0.0,76731.12669256734,76731.12669256734,0,0.0,100.0
5885,88547.03852980211,0.0,-885470.3852980211,0.0,10.0,0.0,-0.0,0.01,0.377746782,37.7746782,0.0,0.0,100.0,1.0,0.11,-11.0,-68861.77926018226,68861.77926018226,0.0,-8367.126735934567,8367.126735934567,0.0,-11999.60284618529,11999.60284618529,0.0,0.0,0.0,0.0,0.0,0.0,581.4703125000001,581.4703125000001,0.0,-885481.3852980211,-885481.3852980211,89228.50884230211,89228.50884230211,89128.50884230211,0.0,100.0,0.0,0.0,89228.50884230211,88647.03852980211,1,0.0,100.0
5886,85765.04153707529,0.0,-857650.4153707529,0.0,10.0,0.0,-0.0,0.01,0.3401916,34.01916,0.0,0.0,100.0,1.0,0.11,-11.0,-73983.57967453524,73983.57967453524,0.0,-8840.9861802972,8840.9861802972,0.0,-10144.786114993329,10144.786114993329,0.0,0.0,68.51965150048403,68.51965150048403,0.0,0.0,7035.790781250001,7035.790781250001,0.0,-857661.4153707529,-857661.4153707529,92969.35196982577,92969.35196982577,92869.35196982577,0.0,100.0,0.0,0.0,92969.35196982577,85865.04153707529,1,0.0,100.0
5887,80884.7252103432,0.0,-808847.252103432,0.0,10.0,0.0,-0.0,0.01,0.305948871,30.5948871,0.0,0.0,100.0,1.0,0.11,-11.0,-80148.2991326954,80148.2991326954,0.0,-9647.47944557776,9647.47944557776,0.0,-10146.008409962098,10146.008409962098,0.0,0.0,233.717715392062,233.717715392062,0.0,0.0,18723.3440625,18723.3440625,0.0,-808858.252103432,-808858.252103432,99941.78698823525,99941.78698823527,99841.78698823525,0.0,100.0,0.0,0.0,99941.78698823527,80984.72521034321,1,0.0,100.0
5888,61032.528549470924,0.0,-610325.2854947093,0.0,10.0,0.0,-0.0,0.01,0.292295834,29.2295834,0.0,0.0,100.0,1.0,0.11,-11.0,-68398.42425169735,68398.42425169735,0.0,-13005.810528305678,13005.810528305678,0.0,-10147.9729302859,10147.9729302859,0.0,0.0,415.81103581800585,415.81103581800585,0.0,0.0,30003.868125,30003.868125,0.0,-610336.2854947093,-610336.2854947093,91552.20771028893,91552.20771028893,91452.20771028893,0.0,100.0,0.0,0.0,91552.20771028893,61132.528549470924,1,0.0,100.0
5889,40095.36855084786,0.0,-400953.6855084786,0.0,10.0,0.0,-0.0,0.01,0.293875838,29.3875838,0.0,0.0,100.0,1.0,0.11,-11.0,-58933.1489465481,58933.1489465481,0.0,-12073.219797034157,12073.219797034157,0.0,-10151.220988745525,10151.220988745525,0.0,0.0,550.0344627299129,550.0344627299129,0.0,0.0,40412.18671875,40412.18671875,0.0,-400964.6855084786,-400964.6855084786,81157.58973232777,81157.58973232777,81057.58973232777,0.0,100.0,0.0,0.0,81157.58973232777,40195.36855084786,1,0.0,100.0
5890,33151.607344020325,0.0,-331516.07344020327,0.0,10.0,0.0,-0.0,0.01,0.3165846989999999,31.658469899999993,0.0,0.0,100.0,1.0,0.11,-11.0,-58034.089253480255,58034.089253480255,0.0,-6291.3666952531685,6291.3666952531685,0.0,-15384.134043368944,15384.134043368944,0.0,0.0,463.6809293320426,463.6809293320426,0.0,0.0,45994.30171875,45994.30171875,0.0,-331527.07344020327,-331527.07344020327,79709.58999210237,79709.58999210237,79609.58999210237,0.0,100.0,0.0,0.0,79709.58999210237,33251.607344020325,1,0.0,100.0
5891,28167.187879995297,0.0,-281671.878799953,0.0,10.0,0.0,-0.0,0.01,0.369713035,36.971303500000005,0.0,0.0,100.0,1.0,0.11,-11.0,-57342.99259968251,57342.99259968251,0.0,-6291.366698233281,6291.366698233281,0.0,-14490.654660703663,14490.654660703663,0.0,0.0,607.290609874153,607.290609874153,0.0,0.0,49250.53546875001,49250.53546875001,0.0,-281682.878799953,-281682.878799953,78125.01395861946,78125.01395861946,78025.01395861946,0.0,100.0,0.0,0.0,78125.01395861946,28267.187879995297,1,0.0,100.0
5892,34896.00947989943,0.0,-348960.0947989943,0.0,10.0,0.0,-0.0,0.01,0.394959832,39.4959832,0.0,0.0,100.0,1.0,0.11,-11.0,-53776.07275137588,53776.07275137588,0.0,-14164.323180078934,14164.323180078934,0.0,-14940.242807278111,14940.242807278111,0.0,0.0,669.2398838334947,669.2398838334947,0.0,0.0,47215.389375000006,47215.389375000006,0.0,-348971.0947989943,-348971.0947989943,82880.63873873293,82880.63873873293,82780.63873873293,0.0,100.0,0.0,0.0,82880.63873873293,34996.00947989943,1,0.0,100.0
5893,42425.23884293237,0.0,-424252.3884293237,0.0,10.0,0.0,-0.0,0.01,0.406107856,40.6107856,0.0,0.0,100.0,1.0,0.11,-11.0,-53929.80062743423,53929.80062743423,0.0,-13639.93038766604,13639.93038766604,0.0,-16380.137124480216,16380.137124480216,0.0,0.0,605.4133591481124,605.4133591481124,0.0,0.0,40819.215937500005,40819.215937500005,0.0,-424263.3884293237,-424263.3884293237,83949.86813958049,83949.86813958049,83849.86813958049,0.0,100.0,0.0,0.0,83949.86813958049,42525.23884293237,1,0.0,100.0
5894,46824.38535200519,0.0,-468243.8535200519,0.0,10.0,0.0,-0.0,0.01,0.417760397,41.7760397,0.0,0.0,100.0,1.0,0.08,-8.0,-53886.25955691541,53886.25955691541,0.0,-15432.519639501414,15432.519639501414,0.0,-16254.991359636058,16254.991359636058,0.0,0.0,446.7856727976767,446.7856727976767,0.0,0.0,38202.59953125,38202.59953125,0.0,-468251.8535200519,-468251.8535200519,85573.77055605287,85573.77055605287,85473.77055605287,0.0,100.0,0.0,0.0,85573.77055605287,46924.38535200519,1,0.0,100.0
5895,71763.99031659233,0.0,-717639.9031659233,0.0,10.0,0.0,-0.0,0.01,0.422553142,42.2553142,0.0,0.0,100.0,1.0,0.08,-8.0,-60218.55740790433,60218.55740790433,0.0,-21139.53342519508,21139.53342519508,0.0,-15751.43148842394,15751.43148842394,0.0,0.0,416.74966118102617,416.74966118102617,0.0,0.0,24828.78234375,24828.78234375,0.0,-717647.9031659233,-717647.9031659233,97109.52232152336,97109.52232152336,97009.52232152336,0.0,100.0,0.0,0.0,97109.52232152336,71863.99031659233,1,0.0,100.0
5896,86463.72186506912,0.0,-864637.2186506912,0.0,10.0,0.0,-0.0,0.01,0.4198002979999999,41.98002979999999,0.0,0.0,100.0,1.0,0.08,-8.0,-67458.2870009082,67458.2870009082,0.0,-20510.590746622565,20510.590746622565,0.0,-14537.694265317888,14537.694265317888,0.0,0.0,301.29874152952567,301.29874152952567,0.0,0.0,15641.55140625,15641.55140625,0.0,-864645.2186506912,-864645.2186506912,102506.57201284864,102506.57201284864,102406.57201284864,0.0,100.0,0.0,0.0,102506.57201284864,86563.72186506912,0,0.0,100.0
5897,105186.34150984374,0.0,-1051863.4150984373,0.0,10.0,0.0,-0.0,0.01,0.41375915,41.375915,0.0,0.0,100.0,1.0,0.11,-11.0,-79947.87026897773,79947.87026897773,0.0,-16740.973301404352,16740.973301404352,0.0,-14000.574201411097,14000.574201411097,0.0,0.0,111.69641819941916,111.69641819941916,0.0,0.0,5291.379843750001,5291.379843750001,0.0,-1051874.4150984373,-1051874.4150984373,110689.41777179316,110689.41777179317,110589.41777179316,0.0,100.0,0.0,0.0,110689.41777179317,105286.34150984375,0,0.0,100.0
5898,105239.27751520046,0.0,-1052392.7751520046,0.0,10.0,0.0,-0.0,0.01,0.401200201,40.1200201,0.0,0.0,100.0,1.0,0.11,-11.0,-82902.19824778775,82902.19824778775,0.0,-9385.569916392427,9385.569916392427,0.0,-13069.343232917665,13069.343232917665,0.0,0.0,17.833881897386256,17.833881897386256,0.0,0.0,0.0,0.0,0.0,-1052403.7751520046,-1052403.7751520046,105357.11139709785,105357.11139709785,105257.11139709785,0.0,100.0,0.0,0.0,105357.11139709785,105339.27751520046,0,0.0,100.0
5899,109755.21414178872,0.0,-1097552.141417887,0.0,10.0,0.0,-0.0,0.01,0.400964531,40.0964531,0.0,0.0,100.0,1.0,0.11,-11.0,-88175.48724391141,88175.48724391141,0.0,-9640.18070554667,9640.18070554667,0.0,-12039.546192330634,12039.546192330634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1097563.141417887,-1097563.141417887,109855.21414178872,109855.21414178872,109755.21414178872,0.0,100.0,0.0,0.0,109855.21414178872,109855.21414178872,0,0.0,100.0
5900,102941.10222761582,0.0,-1029411.0222761582,0.0,10.0,0.0,-0.0,0.01,0.404224106,40.422410600000006,0.0,0.0,100.0,1.0,0.11,-11.0,-82127.54116308989,82127.54116308989,0.0,-8911.749976387571,8911.749976387571,0.0,-12001.811088138364,12001.811088138364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1029422.0222761582,-1029422.0222761582,103041.10222761582,103041.10222761582,102941.10222761582,0.0,100.0,0.0,0.0,103041.10222761582,103041.10222761582,0,0.0,100.0
5901,91304.53085717262,0.0,-913045.3085717262,0.0,10.0,0.0,-0.0,0.01,0.3991314489999999,39.91314489999999,0.0,0.0,100.0,1.0,0.11,-11.0,-71270.1535763633,71270.1535763633,0.0,-8183.24022361236,8183.24022361236,0.0,-11951.137057196967,11951.137057196967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-913056.3085717262,-913056.3085717262,91404.53085717262,91404.53085717262,91304.53085717262,0.0,100.0,0.0,0.0,91404.53085717262,91404.53085717262,1,0.0,100.0
5902,77945.80976962915,0.0,-779458.0976962915,0.0,10.0,0.0,-0.0,0.01,0.400632703,40.0632703,0.0,0.0,100.0,1.0,0.11,-11.0,-58499.7741349901,58499.7741349901,0.0,-7454.769966254593,7454.769966254593,0.0,-12091.265668384474,12091.265668384474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-779469.0976962915,-779469.0976962915,78045.80976962915,78045.80976962915,77945.80976962915,0.0,100.0,0.0,0.0,78045.80976962915,78045.80976962915,1,0.0,100.0
5903,76574.16397883825,0.0,-765741.6397883825,0.0,10.0,0.0,-0.0,0.01,0.403617182,40.3617182,0.0,0.0,100.0,1.0,0.11,-11.0,-57639.91056363832,57639.91056363832,0.0,-7090.534858436489,7090.534858436489,0.0,-11943.718556763431,11943.718556763431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-765752.6397883825,-765752.6397883825,76674.16397883825,76674.16397883825,76574.16397883825,0.0,100.0,0.0,0.0,76674.16397883825,76674.16397883825,1,0.0,100.0
5904,76380.50953717362,0.0,-763805.0953717362,0.0,10.0,0.0,-0.0,0.01,0.410097924,41.0097924,0.0,0.0,100.0,1.0,0.08,-8.0,-57447.2657499284,57447.2657499284,0.0,-7090.53490015805,7090.53490015805,0.0,-11942.708887087178,11942.708887087178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-763813.0953717362,-763813.0953717362,76480.50953717362,76480.50953717362,76380.50953717362,0.0,100.0,0.0,0.0,76480.50953717362,76480.50953717362,0,0.0,100.0
5905,72945.32928633952,0.0,-729453.2928633952,0.0,10.0,0.0,-0.0,0.01,0.410288648,41.0288648,0.0,0.0,100.0,1.0,0.08,-8.0,-54014.11034042417,54014.11034042417,0.0,-7090.534894197827,7090.534894197827,0.0,-11940.684051717511,11940.684051717511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-729461.2928633952,-729461.2928633952,73045.32928633952,73045.32928633952,72945.32928633952,0.0,100.0,0.0,0.0,73045.32928633952,73045.32928633952,0,0.0,100.0
5906,72364.62540449282,0.0,-723646.2540449282,0.0,10.0,0.0,-0.0,0.01,0.418438191,41.843819100000005,0.0,0.0,100.0,1.0,0.08,-8.0,-53433.89021150902,53433.89021150902,0.0,-7090.534876317157,7090.534876317157,0.0,-11940.200316666647,11940.200316666647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-723654.2540449282,-723654.2540449282,72464.62540449282,72464.62540449282,72364.62540449282,0.0,100.0,0.0,0.0,72464.62540449282,72464.62540449282,0,0.0,100.0
5907,72842.13958426632,0.0,-728421.3958426632,0.0,10.0,0.0,-0.0,0.01,0.428841095,42.8841095,0.0,0.0,100.0,1.0,0.08,-8.0,-53488.16576577116,53488.16576577116,0.0,-7454.770010956266,7454.770010956266,0.0,-11999.203807538888,11999.203807538888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-728429.3958426632,-728429.3958426632,72942.13958426632,72942.13958426632,72842.13958426632,0.0,100.0,0.0,0.0,72942.13958426632,72942.13958426632,0,0.0,100.0
5908,76516.66909442721,0.0,-765166.6909442721,0.0,10.0,0.0,-0.0,0.01,0.422742351,42.2742351,0.0,0.0,100.0,1.0,0.08,-8.0,-56438.50536925603,56438.50536925603,0.0,-8183.279793532591,8183.279793532591,0.0,-11994.883931638587,11994.883931638587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-765174.6909442721,-765174.6909442721,76616.66909442721,76616.66909442721,76516.66909442721,0.0,100.0,0.0,0.0,76616.66909442721,76616.66909442721,0,0.0,100.0
5909,88233.50104802441,0.0,-882335.0104802441,0.0,10.0,0.0,-0.0,0.01,0.406300483,40.6300483,0.0,0.0,100.0,1.0,0.11,-11.0,-68551.89514672388,68551.89514672388,0.0,-8367.126777656127,8367.126777656127,0.0,-11995.949436144389,11995.949436144389,0.0,0.0,0.0,0.0,0.0,0.0,581.4703125000001,581.4703125000001,0.0,-882346.0104802441,-882346.0104802441,88914.9713605244,88914.9713605244,88814.9713605244,0.0,100.0,0.0,0.0,88914.9713605244,88333.50104802441,1,0.0,100.0
5910,87939.97324986666,0.0,-879399.7324986665,0.0,10.0,0.0,-0.0,0.01,0.377086086,37.7086086,0.0,0.0,100.0,1.0,0.11,-11.0,-76522.53034704833,76522.53034704833,0.0,-8840.986236919318,8840.986236919318,0.0,-10144.667291957823,10144.667291957823,0.0,0.0,83.5376573088093,83.5376573088093,0.0,0.0,7384.672968750001,7384.672968750001,0.0,-879410.7324986665,-879410.7324986665,95508.18387592546,95508.18387592548,95408.18387592546,0.0,100.0,0.0,0.0,95508.18387592548,88039.97324986667,1,0.0,100.0
5911,84937.34090288545,0.0,-849373.4090288545,0.0,10.0,0.0,-0.0,0.01,0.353079796,35.3079796,0.0,0.0,100.0,1.0,0.11,-11.0,-83070.16485241194,83070.16485241194,0.0,-10835.275417780758,10835.275417780758,0.0,-10147.109441834831,10147.109441834831,0.0,0.0,233.717715392062,233.717715392062,0.0,0.0,18781.491093750003,18781.491093750003,0.0,-849384.4090288545,-849384.4090288545,104052.54971202751,104052.54971202752,103952.54971202751,0.0,100.0,0.0,0.0,104052.54971202752,85037.34090288547,1,0.0,100.0
5912,68913.0598603401,0.0,-689130.598603401,0.0,10.0,0.0,-0.0,0.01,0.334345057,33.4345057,0.0,0.0,100.0,1.0,0.11,-11.0,-71644.3659582136,71644.3659582136,0.0,-18520.34293070041,18520.34293070041,0.0,-10152.389989456104,10152.389989456104,0.0,0.0,369.8183930300097,369.8183930300097,0.0,0.0,30934.220625,30934.220625,0.0,-689141.598603401,-689141.598603401,100317.09887837012,100317.09887837012,100217.09887837012,0.0,100.0,0.0,0.0,100317.09887837012,69013.0598603401,1,0.0,100.0
5913,38604.527719062215,0.0,-386045.2771906222,0.0,10.0,0.0,-0.0,0.01,0.33309965,33.309965000000005,0.0,0.0,100.0,1.0,0.11,-11.0,-62552.14133048924,62552.14133048924,0.0,-6291.340386829025,6291.340386829025,0.0,-11777.08531729937,11777.08531729937,0.0,0.0,573.5000968054211,573.5000968054211,0.0,0.0,41342.53921875,41342.53921875,0.0,-386056.2771906222,-386056.2771906222,80620.56703461763,80620.56703461763,80520.56703461763,0.0,100.0,0.0,0.0,80620.56703461763,38704.527719062215,1,0.0,100.0
5914,41471.969633085784,0.0,-414719.6963308578,0.0,10.0,0.0,-0.0,0.01,0.361981744,36.1981744,0.0,0.0,100.0,1.0,0.11,-11.0,-61826.38929598222,61826.38929598222,0.0,-10276.572566137998,10276.572566137998,0.0,-17394.936545771947,17394.936545771947,0.0,0.0,710.5393998063892,710.5393998063892,0.0,0.0,47215.389375000006,47215.389375000006,0.0,-414730.6963308578,-414730.6963308578,89497.89840789218,89497.89840789218,89397.89840789218,0.0,100.0,0.0,0.0,89497.89840789218,41571.969633085784,1,0.0,100.0
5915,48655.636629702,0.0,-486556.36629702,0.0,10.0,0.0,-0.0,0.01,0.4140937739999999,41.40937739999999,0.0,0.0,100.0,1.0,0.11,-11.0,-61215.70851337626,61215.70851337626,0.0,-19118.423774454142,19118.423774454142,0.0,-17865.87404797639,17865.87404797639,0.0,0.0,775.3045498547918,775.3045498547918,0.0,0.0,48669.065156250006,48669.065156250006,0.0,-486567.36629702,-486567.36629702,98200.0063358068,98200.0063358068,98100.0063358068,0.0,100.0,0.0,0.0,98200.0063358068,48755.636629702,1,0.0,100.0
5916,48689.556003722486,0.0,-486895.56003722484,0.0,10.0,0.0,-0.0,0.01,0.426982602,42.6982602,0.0,0.0,100.0,1.0,0.11,-11.0,-57107.08170382765,57107.08170382765,0.0,-21341.09776510903,21341.09776510903,0.0,-17958.784012702068,17958.784012702068,0.0,0.0,750.9002904162634,750.9002904162634,0.0,0.0,46866.50718750001,46866.50718750001,0.0,-486906.56003722484,-486906.56003722484,96406.96348163876,96406.96348163876,96306.96348163876,0.0,100.0,0.0,0.0,96406.96348163876,48789.556003722486,1,0.0,100.0
5917,47911.084756059274,0.0,-479110.84756059275,0.0,10.0,0.0,-0.0,0.01,0.4288462229999999,42.88462229999999,0.0,0.0,100.0,1.0,0.11,-11.0,-56916.07756575155,56916.07756575155,0.0,-17888.076813924807,17888.076813924807,0.0,-18588.46915663461,18588.46915663461,0.0,0.0,724.6187802516941,724.6187802516941,0.0,0.0,44656.920000000006,44656.920000000006,0.0,-479121.84756059275,-479121.84756059275,93392.62353631097,93392.62353631097,93292.62353631097,0.0,100.0,0.0,0.0,93392.62353631097,48011.084756059274,1,0.0,100.0
5918,43465.76609338614,0.0,-434657.6609338614,0.0,10.0,0.0,-0.0,0.01,0.428516707,42.8516707,0.0,0.0,100.0,1.0,0.08,-8.0,-56979.99485721327,56979.99485721327,0.0,-6291.340380868801,6291.340380868801,0.0,-18540.68456582561,18540.68456582561,0.0,0.0,625.1244917715393,625.1244917715393,0.0,0.0,37621.12921875,37621.12921875,0.0,-434665.6609338614,-434665.6609338614,81812.01980390768,81812.01980390768,81712.01980390768,0.0,100.0,0.0,0.0,81812.01980390768,43565.76609338614,1,0.0,100.0
5919,67183.01503929376,0.0,-671830.1503929377,0.0,10.0,0.0,-0.0,0.01,0.42549932,42.549932,0.0,0.0,100.0,1.0,0.08,-8.0,-62975.76539719177,62975.76539719177,0.0,-7748.280850882666,7748.280850882666,0.0,-18523.01964386332,18523.01964386332,0.0,0.0,507.7963213939981,507.7963213939981,0.0,0.0,21456.25453125,21456.25453125,0.0,-671838.1503929377,-671838.1503929377,89247.06589193776,89247.06589193776,89147.06589193776,0.0,100.0,0.0,0.0,89247.06589193776,67283.01503929376,1,0.0,100.0
5920,80500.76227867468,0.0,-805007.6227867468,0.0,10.0,0.0,-0.0,0.01,0.423573087,42.357308700000004,0.0,0.0,100.0,1.0,0.08,-8.0,-68665.42122012169,68665.42122012169,0.0,-8840.986227978983,8840.986227978983,0.0,-18320.715837350384,18320.715837350384,0.0,0.0,340.7210067763795,340.7210067763795,0.0,0.0,14885.64,14885.64,0.0,-805015.6227867468,-805015.6227867468,95827.12328545106,95827.12328545106,95727.12328545106,0.0,100.0,0.0,0.0,95827.12328545106,80600.76227867468,0,0.0,100.0
5921,101825.07414995477,0.0,-1018250.7414995477,0.0,10.0,0.0,-0.0,0.01,0.417374081,41.7374081,0.0,0.0,100.0,1.0,0.11,-11.0,-80774.36296327793,80774.36296327793,0.0,-8840.986230959095,8840.986230959095,0.0,-17631.236293598915,17631.236293598915,0.0,0.0,146.42555663117136,146.42555663117136,0.0,0.0,5175.085781250001,5175.085781250001,0.0,-1018261.7414995477,-1018261.7414995477,107246.58548783594,107246.58548783595,107146.58548783594,0.0,100.0,0.0,0.0,107246.58548783595,101925.07414995479,0,0.0,100.0
5922,109685.69289270016,0.0,-1096856.9289270015,0.0,10.0,0.0,-0.0,0.01,0.415457113,41.5457113,0.0,0.0,100.0,1.0,0.11,-11.0,-83586.72288421555,83586.72288421555,0.0,-9385.569934273097,9385.569934273097,0.0,-16833.11120683495,16833.11120683495,0.0,0.0,19.71113262342692,19.71113262342692,0.0,0.0,0.0,0.0,0.0,-1096867.9289270015,-1096867.9289270015,109805.40402532359,109805.40402532359,109705.40402532359,0.0,100.0,0.0,0.0,109805.40402532359,109785.69289270016,0,0.0,100.0
5923,114356.9882540382,0.0,-1143569.882540382,0.0,10.0,0.0,-0.0,0.01,0.408101595,40.8101595,0.0,0.0,100.0,1.0,0.11,-11.0,-88720.81910117518,88720.81910117518,0.0,-9640.180717467116,9640.180717467116,0.0,-16095.988435395902,16095.988435395902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1143580.882540382,-1143580.882540382,114456.9882540382,114456.9882540382,114356.9882540382,0.0,100.0,0.0,0.0,114456.9882540382,114456.9882540382,0,0.0,100.0
5924,104478.65011043515,0.0,-1044786.5011043515,0.0,10.0,0.0,-0.0,0.01,0.399043047,39.9043047,0.0,0.0,100.0,1.0,0.11,-11.0,-82959.44959060478,82959.44959060478,0.0,-8911.750044930135,8911.750044930135,0.0,-12707.45047490024,12707.45047490024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1044797.5011043515,-1044797.5011043515,104578.65011043515,104578.65011043515,104478.65011043515,0.0,100.0,0.0,0.0,104578.65011043515,104578.65011043515,0,0.0,100.0
5925,92421.17358924147,0.0,-924211.7358924147,0.0,10.0,0.0,-0.0,0.01,0.39822817,39.822817,0.0,0.0,100.0,1.0,0.11,-11.0,-72382.57431562492,72382.57431562492,0.0,-8183.24024447314,8183.24024447314,0.0,-11955.359029143408,11955.359029143408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-924222.7358924147,-924222.7358924147,92521.17358924147,92521.17358924147,92421.17358924147,0.0,100.0,0.0,0.0,92521.17358924147,92521.17358924147,1,0.0,100.0
5926,79117.0721228136,0.0,-791170.721228136,0.0,10.0,0.0,-0.0,0.01,0.391475887,39.1475887,0.0,0.0,100.0,1.0,0.11,-11.0,-59665.44246423638,59665.44246423638,0.0,-7454.770019896599,7454.770019896599,0.0,-12096.859638680611,12096.859638680611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-791181.721228136,-791181.721228136,79217.0721228136,79217.0721228136,79117.0721228136,0.0,100.0,0.0,0.0,79217.0721228136,79217.0721228136,1,0.0,100.0
5927,76093.8087642319,0.0,-760938.087642319,0.0,10.0,0.0,-0.0,0.01,0.390110042,39.0110042,0.0,0.0,100.0,1.0,0.11,-11.0,-57155.8288635556,57155.8288635556,0.0,-7090.53490313816,7090.53490313816,0.0,-11947.44499753814,11947.44499753814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-760949.087642319,-760949.087642319,76193.8087642319,76193.8087642319,76093.8087642319,0.0,100.0,0.0,0.0,76193.8087642319,76193.8087642319,1,0.0,100.0
5928,73467.3805683679,0.0,-734673.805683679,0.0,10.0,0.0,-0.0,0.01,0.398441735,39.844173500000004,0.0,0.0,100.0,1.0,0.08,-8.0,-53047.73490671598,53047.73490671598,0.0,-8575.857343964104,8575.857343964104,0.0,-11943.788317687811,11943.788317687811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-734681.805683679,-734681.805683679,73567.3805683679,73567.3805683679,73467.3805683679,0.0,100.0,0.0,0.0,73567.3805683679,73567.3805683679,0,0.0,100.0
5929,72182.20753044018,0.0,-721822.0753044018,0.0,10.0,0.0,-0.0,0.01,0.408037935,40.803793500000005,0.0,0.0,100.0,1.0,0.08,-8.0,-51764.9853488598,51764.9853488598,0.0,-8575.857338003882,8575.857338003882,0.0,-11941.364843576494,11941.364843576494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-721830.0753044018,-721830.0753044018,72282.20753044018,72282.20753044018,72182.20753044018,0.0,100.0,0.0,0.0,72282.20753044018,72282.20753044018,0,0.0,100.0
5930,71814.83464271325,0.0,-718148.3464271325,0.0,10.0,0.0,-0.0,0.01,0.406723535,40.6723535,0.0,0.0,100.0,1.0,0.08,-8.0,-51407.74961456956,51407.74961456956,0.0,-8575.857338003882,8575.857338003882,0.0,-11931.2276901398,11931.2276901398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-718156.3464271325,-718156.3464271325,71914.83464271325,71914.83464271325,71814.83464271325,0.0,100.0,0.0,0.0,71914.83464271325,71914.83464271325,0,0.0,100.0
5931,74303.4382895012,0.0,-743034.3828950119,0.0,10.0,0.0,-0.0,0.01,0.42627611,42.627611,0.0,0.0,100.0,1.0,0.08,-8.0,-53278.007677678106,53278.007677678106,0.0,-8940.09245774243,8940.09245774243,0.0,-12185.33815408066,12185.33815408066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-743042.3828950119,-743042.3828950119,74403.4382895012,74403.4382895012,74303.4382895012,0.0,100.0,0.0,0.0,74403.4382895012,74403.4382895012,0,0.0,100.0
5932,80963.9342346284,0.0,-809639.342346284,0.0,10.0,0.0,-0.0,0.01,0.415447527,41.5447527,0.0,0.0,100.0,1.0,0.08,-8.0,-58511.14439635062,58511.14439635062,0.0,-10411.256895546136,10411.256895546136,0.0,-12141.532942731645,12141.532942731645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-809647.342346284,-809647.342346284,81063.9342346284,81063.9342346284,80963.9342346284,0.0,100.0,0.0,0.0,81063.9342346284,81063.9342346284,0,0.0,100.0
