module_name,balancing,balancing,balancing,battery,battery,battery,battery,battery,grid,grid,grid,grid,grid,grid,grid,grid,load,load,load,load,load,load,load,load,load,renewable2.csv.gz,renewable2.csv.gz,renewable2.csv.gz,renewable2.csv.gz,renewable22.csv.gz,renewable22.csv.gz,renewable22.csv.gz,renewable22.csv.gz,balance,balance,balance,balance,balance,balance,balance,balance,balance,balance,net_load,action,converted_action,converted_action
module_number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
field,loss_load,overgeneration,reward,charge_amount,current_charge,discharge_amount,reward,soc,co2_per_kwh_current,co2_production,export_price_current,grid_export,grid_import,grid_status_current,import_price_current,reward,load_current,load_met,reward,load_current,load_met,reward,load_current,load_met,reward,curtailment,renewable_current,renewable_used,reward,curtailment,renewable_current,renewable_used,reward,reward,shaped_reward,overall_provided_to_microgrid,overall_absorbed_from_microgrid,flex_provided_to_microgrid,flex_absorbed_from_microgrid,controllable_provided_to_microgrid,controllable_absorbed_from_microgrid,fixed_provided_to_microgrid,fixed_absorbed_from_microgrid,,,battery_0,grid_0
4859,58843.80415340165,0.0,-588438.0415340165,0.0,10.0,0.0,-0.0,0.01,0.363426287,36.3426287,0.0,0.0,100.0,1.0,0.11,-11.0,-57379.03235754631,57379.03235754631,0.0,-33092.60686303714,33092.60686303714,0.0,-14565.69069228698,14565.69069228698,0.0,0.0,913.2824782187804,913.2824782187804,0.0,0.0,45180.243281250005,45180.243281250005,0.0,-588449.0415340165,-588449.0415340165,105037.32991287044,105037.32991287044,104937.32991287044,0.0,100.0,0.0,0.0,105037.32991287044,58943.80415340165,1,0.0,100.0
4860,57420.041111034625,0.0,-574200.4111103462,0.0,10.0,0.0,-0.0,0.01,0.390884877,39.0884877,0.0,0.0,100.0,1.0,0.11,-11.0,-55764.71114133133,55764.71114133133,0.0,-32902.28740757155,32902.28740757155,0.0,-14178.311561859482,14178.311561859482,0.0,0.0,726.4960309777348,726.4960309777348,0.0,0.0,44598.77296875,44598.77296875,0.0,-574211.4111103462,-574211.4111103462,102845.31011076237,102845.31011076237,102745.31011076237,0.0,100.0,0.0,0.0,102845.31011076237,57520.041111034625,1,0.0,100.0
4861,45292.367127186684,0.0,-452923.6712718668,0.0,10.0,0.0,-0.0,0.01,0.4134217529999999,41.34217529999999,0.0,0.0,100.0,1.0,0.11,-11.0,-55998.91708116305,55998.91708116305,0.0,-25750.4083996746,25750.4083996746,0.0,-14887.057962600236,14887.057962600236,0.0,0.0,656.0991287512101,656.0991287512101,0.0,0.0,50587.9171875,50587.9171875,0.0,-452934.6712718668,-452934.6712718668,96636.3834434379,96636.3834434379,96536.3834434379,0.0,100.0,0.0,0.0,96636.3834434379,45392.367127186684,1,0.0,100.0
4862,53204.51126147831,0.0,-532045.1126147831,0.0,10.0,0.0,-0.0,0.01,0.427222539,42.7222539,0.0,0.0,100.0,1.0,0.08,-8.0,-56136.9795131684,56136.9795131684,0.0,-26073.98586445258,26073.98586445258,0.0,-17423.970965083136,17423.970965083136,0.0,0.0,452.41742497579867,452.41742497579867,0.0,0.0,45878.00765625,45878.00765625,0.0,-532053.1126147831,-532053.1126147831,99634.93634270411,99634.93634270411,99534.93634270411,0.0,100.0,0.0,0.0,99634.93634270411,53304.51126147831,1,0.0,100.0
4863,68283.31697635281,0.0,-682833.1697635282,0.0,10.0,0.0,-0.0,0.01,0.4499183,44.99183,0.0,0.0,100.0,1.0,0.08,-8.0,-61909.0400047951,61909.0400047951,0.0,-27546.029071569268,27546.029071569268,0.0,-15495.698965906891,15495.698965906891,0.0,0.0,574.4387221684415,574.4387221684415,0.0,0.0,35993.01234375,35993.01234375,0.0,-682841.1697635282,-682841.1697635282,104950.76804227126,104950.76804227126,104850.76804227126,0.0,100.0,0.0,0.0,104950.76804227126,68383.31697635281,1,0.0,100.0
4864,88731.1255735638,0.0,-887311.255735638,0.0,10.0,0.0,-0.0,0.01,0.4501004939999999,45.01004939999999,0.0,0.0,100.0,1.0,0.08,-8.0,-67102.84977248943,67102.84977248943,0.0,-26232.1804631923,26232.1804631923,0.0,-17528.570359512036,17528.570359512036,0.0,0.0,459.9264278799613,459.9264278799613,0.0,0.0,21572.54859375,21572.54859375,0.0,-887319.255735638,-887319.255735638,110863.60059519375,110863.60059519377,110763.60059519375,0.0,100.0,0.0,0.0,110863.60059519377,88831.12557356381,0,0.0,100.0
4865,95914.2944488322,0.0,-959142.9444883219,0.0,10.0,0.0,-0.0,0.01,0.444953117,44.4953117,0.0,0.0,100.0,1.0,0.11,-11.0,-80217.18064886572,80217.18064886572,0.0,-14896.140513884056,14896.140513884056,0.0,-13710.454123903097,13710.454123903097,0.0,0.0,307.869119070668,307.869119070668,0.0,0.0,12501.61171875,12501.61171875,0.0,-959153.9444883219,-959153.9444883219,108823.77528665286,108823.77528665288,108723.77528665286,0.0,100.0,0.0,0.0,108823.77528665288,96014.29444883221,1,0.0,100.0
4866,99371.5803857321,0.0,-993715.803857321,0.0,10.0,0.0,-0.0,0.01,0.444813739,44.4813739,0.0,0.0,100.0,1.0,0.11,-11.0,-78726.48077933684,78726.48077933684,0.0,-11194.644370105836,11194.644370105836,0.0,-13286.978724612276,13286.978724612276,0.0,0.0,131.40755082284608,131.40755082284608,0.0,0.0,3605.1159375,3605.1159375,0.0,-993726.803857321,-993726.803857321,103208.10387405494,103208.10387405494,103108.10387405494,0.0,100.0,0.0,0.0,103208.10387405494,99471.5803857321,0,0.0,100.0
4867,103497.91863612428,0.0,-1034979.1863612428,0.0,10.0,0.0,-0.0,0.01,0.439553712,43.9553712,0.0,0.0,100.0,1.0,0.11,-11.0,-83357.56022473675,83357.56022473675,0.0,-9640.220537716712,9640.220537716712,0.0,-10625.480758472364,10625.480758472364,0.0,0.0,25.342884801548887,25.342884801548887,0.0,0.0,0.0,0.0,0.0,-1034990.1863612428,-1034990.1863612428,103623.26152092582,103623.26152092582,103523.26152092582,0.0,100.0,0.0,0.0,103623.26152092582,103597.91863612428,0,0.0,100.0
4868,101113.36754111522,0.0,-1011133.6754111522,0.0,10.0,0.0,-0.0,0.01,0.436661879,43.6661879,0.0,0.0,100.0,1.0,0.11,-11.0,-81700.81995400561,81700.81995400561,0.0,-8911.776722888104,8911.776722888104,0.0,-10600.770864221517,10600.770864221517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1011144.6754111522,-1011144.6754111522,101213.36754111522,101213.36754111522,101113.36754111522,0.0,100.0,0.0,0.0,101213.36754111522,101213.36754111522,0,0.0,100.0
4869,89501.68417883232,0.0,-895016.8417883232,0.0,10.0,0.0,-0.0,0.01,0.439335175,43.9335175,0.0,0.0,100.0,1.0,0.11,-11.0,-70993.95401299944,70993.95401299944,0.0,-8183.25361325324,8183.25361325324,0.0,-10424.476552579634,10424.476552579634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-895027.8417883232,-895027.8417883232,89601.68417883232,89601.68417883232,89501.68417883232,0.0,100.0,0.0,0.0,89601.68417883232,89601.68417883232,1,0.0,100.0
4870,74091.83639648365,0.0,-740918.3639648365,0.0,10.0,0.0,-0.0,0.01,0.442308562,44.230856200000005,0.0,0.0,100.0,1.0,0.11,-11.0,-56168.23154638079,56168.23154638079,0.0,-7454.78337079603,7454.78337079603,0.0,-10568.82147930682,10568.82147930682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-740929.3639648365,-740929.3639648365,74191.83639648365,74191.83639648365,74091.83639648365,0.0,100.0,0.0,0.0,74191.83639648365,74191.83639648365,1,0.0,100.0
4871,70961.11641665295,0.0,-709611.1641665294,0.0,10.0,0.0,-0.0,0.01,0.440810336,44.081033600000005,0.0,0.0,100.0,1.0,0.11,-11.0,-53547.64419723042,53547.64419723042,0.0,-7090.54825105748,7090.54825105748,0.0,-10422.92396836506,10422.92396836506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-709622.1641665294,-709622.1641665294,71061.11641665295,71061.11641665295,70961.11641665295,0.0,100.0,0.0,0.0,71061.11641665295,71061.11641665295,1,0.0,100.0
4872,74057.10034147059,0.0,-740571.0034147059,0.0,10.0,0.0,-0.0,0.01,0.4343645479999999,43.43645479999999,0.0,0.0,100.0,1.0,0.08,-8.0,-56643.70001556841,56643.70001556841,0.0,-7090.5349895613945,7090.5349895613945,0.0,-10422.865336340794,10422.865336340794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-740579.0034147059,-740579.0034147059,74157.10034147059,74157.10034147059,74057.10034147059,0.0,100.0,0.0,0.0,74157.10034147059,74157.10034147059,0,0.0,100.0
4873,70614.96035545708,0.0,-706149.6035545708,0.0,10.0,0.0,-0.0,0.01,0.431876993,43.1876993,0.0,0.0,100.0,1.0,0.08,-8.0,-53204.69119606986,53204.69119606986,0.0,-7090.5349895613945,7090.5349895613945,0.0,-10419.734169825824,10419.734169825824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-706157.6035545708,-706157.6035545708,70714.96035545708,70714.96035545708,70614.96035545708,0.0,100.0,0.0,0.0,70714.96035545708,70714.96035545708,0,0.0,100.0
4874,70341.37422632333,0.0,-703413.7422632333,0.0,10.0,0.0,-0.0,0.01,0.420187674,42.0187674,0.0,0.0,100.0,1.0,0.08,-8.0,-52941.04022065385,52941.04022065385,0.0,-7090.535007442063,7090.535007442063,0.0,-10409.798998227408,10409.798998227408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-703421.7422632333,-703421.7422632333,70441.37422632333,70441.37422632333,70341.37422632333,0.0,100.0,0.0,0.0,70441.37422632333,70441.37422632333,0,0.0,100.0
4875,72312.44650169306,0.0,-723124.4650169306,0.0,10.0,0.0,-0.0,0.01,0.400172302,40.0172302,0.0,0.0,100.0,1.0,0.08,-8.0,-54496.11099803344,54496.11099803344,0.0,-7454.770127180613,7454.770127180613,0.0,-10461.565376479017,10461.565376479017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-723132.4650169306,-723132.4650169306,72412.44650169306,72412.44650169306,72312.44650169306,0.0,100.0,0.0,0.0,72412.44650169306,72412.44650169306,0,0.0,100.0
4876,73253.20061482789,0.0,-732532.006148279,0.0,10.0,0.0,-0.0,0.01,0.395700614,39.5700614,0.0,0.0,100.0,1.0,0.08,-8.0,-55478.08311866363,55478.08311866363,0.0,-7419.447598916328,7419.447598916328,0.0,-10455.669897247928,10455.669897247928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-732540.006148279,-732540.006148279,73353.20061482789,73353.20061482789,73253.20061482789,0.0,100.0,0.0,0.0,73353.20061482789,73353.20061482789,0,0.0,100.0
4877,83923.29496376314,0.0,-839232.9496376314,0.0,10.0,0.0,-0.0,0.01,0.384757239,38.4757239,0.0,0.0,100.0,1.0,0.11,-11.0,-67804.19786358193,67804.19786358193,0.0,-9575.74697319117,9575.74697319117,0.0,-9538.547301028044,9538.547301028044,0.0,0.0,45.99264278799613,45.99264278799613,0.0,0.0,2849.2045312500004,2849.2045312500004,0.0,-839243.9496376314,-839243.9496376314,86918.49213780113,86918.49213780113,86818.49213780113,0.0,100.0,0.0,0.0,86918.49213780113,84023.29496376314,1,0.0,100.0
4878,99895.3631134042,0.0,-998953.6311340419,0.0,10.0,0.0,-0.0,0.01,0.35864477,35.864477,0.0,0.0,100.0,1.0,0.11,-11.0,-73646.81393186204,73646.81393186204,0.0,-22605.46437002441,22605.46437002441,0.0,-8605.942535682801,8605.942535682801,0.0,0.0,94.80116166505324,94.80116166505324,0.0,0.0,4768.056562500001,4768.056562500001,0.0,-998964.6311340419,-998964.6311340419,104858.22083756924,104858.22083756924,104758.22083756924,0.0,100.0,0.0,0.0,104858.22083756924,99995.3631134042,1,0.0,100.0
4879,99048.31769061055,0.0,-990483.1769061055,0.0,10.0,0.0,-0.0,0.01,0.329597223,32.9597223,0.0,0.0,100.0,1.0,0.11,-11.0,-79117.28422678656,79117.28422678656,0.0,-20320.927067668254,20320.927067668254,0.0,-8614.254404081688,8614.254404081688,0.0,0.0,182.09332042594383,182.09332042594383,0.0,0.0,8722.0546875,8722.0546875,0.0,-990494.1769061055,-990494.1769061055,108052.4656985365,108052.4656985365,107952.4656985365,0.0,100.0,0.0,0.0,108052.4656985365,99148.31769061055,1,0.0,100.0
4880,84118.70401951807,0.0,-841187.0401951808,0.0,10.0,0.0,-0.0,0.01,0.322744662,32.2744662,0.0,0.0,100.0,1.0,0.11,-11.0,-66324.22836240601,66324.22836240601,0.0,-21950.863465049584,21950.863465049584,0.0,-8621.685479060314,8621.685479060314,0.0,0.0,176.46156824782187,176.46156824782187,0.0,0.0,12501.61171875,12501.61171875,0.0,-841198.0401951808,-841198.0401951808,96896.7773065159,96896.7773065159,96796.7773065159,0.0,100.0,0.0,0.0,96896.7773065159,84218.70401951807,1,0.0,100.0
4881,74983.10708009425,0.0,-749831.0708009426,0.0,10.0,0.0,-0.0,0.01,0.323233757,32.3233757,0.0,0.0,100.0,1.0,0.11,-11.0,-58115.506790601605,58115.506790601605,0.0,-18811.251272052607,18811.251272052607,0.0,-14124.542050021124,14124.542050021124,0.0,0.0,326.6416263310746,326.6416263310746,0.0,0.0,15641.55140625,15641.55140625,0.0,-749842.0708009426,-749842.0708009426,91051.30011267532,91051.30011267532,90951.30011267532,0.0,100.0,0.0,0.0,91051.30011267532,75083.10708009425,1,0.0,100.0
4882,74907.62732081916,0.0,-749076.2732081916,0.0,10.0,0.0,-0.0,0.01,0.332881732,33.288173199999996,0.0,0.0,100.0,1.0,0.11,-11.0,-58010.67956829271,58010.67956829271,0.0,-20441.229092983507,20441.229092983507,0.0,-14770.105268781794,14770.105268781794,0.0,0.0,363.2480154888674,363.2480154888674,0.0,0.0,17851.13859375,17851.13859375,0.0,-749087.2732081916,-749087.2732081916,93222.01393005802,93222.01393005802,93122.01393005802,0.0,100.0,0.0,0.0,93222.01393005802,75007.62732081916,1,0.0,100.0
4883,65930.40181852477,0.0,-659304.0181852477,0.0,10.0,0.0,-0.0,0.01,0.360242901,36.0242901,0.0,0.0,100.0,1.0,0.11,-11.0,-58156.35029302644,58156.35029302644,0.0,-16239.192638285447,16239.192638285447,0.0,-15309.339199259128,15309.339199259128,0.0,0.0,241.2267182962246,241.2267182962246,0.0,0.0,23433.253593750003,23433.253593750003,0.0,-659315.0181852477,-659315.0181852477,89704.882130571,89704.882130571,89604.882130571,0.0,100.0,0.0,0.0,89704.882130571,66030.40181852477,1,0.0,100.0
4884,28185.134481560573,0.0,-281851.3448156057,0.0,10.0,0.0,-0.0,0.01,0.3754815999999999,37.54815999999999,0.0,0.0,100.0,1.0,0.11,-11.0,-54607.71745263381,54607.71745263381,0.0,-15878.207064885844,15878.207064885844,0.0,-14101.731551498571,14101.731551498571,0.0,0.0,306.93049370764766,306.93049370764766,0.0,0.0,55995.59109375,55995.59109375,0.0,-281862.3448156057,-281862.3448156057,84587.65606901822,84587.65606901822,84487.65606901822,0.0,100.0,0.0,0.0,84587.65606901822,28285.134481560577,1,0.0,100.0
4885,65603.52032679135,0.0,-656035.2032679134,0.0,10.0,0.0,-0.0,0.01,0.3921450529999999,39.21450529999999,0.0,0.0,100.0,1.0,0.11,-11.0,-54646.7786497725,54646.7786497725,0.0,-15181.4278732667,15181.4278732667,0.0,-14144.04520153167,14144.04520153167,0.0,0.0,301.29874152952567,301.29874152952567,0.0,0.0,17967.432656250003,17967.432656250003,0.0,-656046.2032679134,-656046.2032679134,83972.25172457087,83972.25172457087,83872.25172457087,0.0,100.0,0.0,0.0,83972.25172457087,65703.52032679135,1,0.0,100.0
4886,73099.76963267852,0.0,-730997.6963267853,0.0,10.0,0.0,-0.0,0.01,0.40537152,40.537152,0.0,0.0,100.0,1.0,0.08,-8.0,-54544.10004263867,54544.10004263867,0.0,-19901.971063452183,19901.971063452183,0.0,-14762.156967264104,14762.156967264104,0.0,0.0,250.6129719264279,250.6129719264279,0.0,0.0,15757.845468750002,15757.845468750002,0.0,-731005.6963267853,-731005.6963267853,89208.22807335496,89208.22807335496,89108.22807335496,0.0,100.0,0.0,0.0,89208.22807335496,73199.76963267852,1,0.0,100.0
4887,81669.97166142853,0.0,-816699.7166142853,0.0,10.0,0.0,-0.0,0.01,0.416914749,41.691474899999996,0.0,0.0,100.0,1.0,0.08,-8.0,-60528.3525687065,60528.3525687065,0.0,-20367.28062162088,20367.28062162088,0.0,-13751.2571112875,13751.2571112875,0.0,0.0,200.86582768635049,200.86582768635049,0.0,0.0,12676.052812500002,12676.052812500002,0.0,-816707.7166142853,-816707.7166142853,94646.89030161488,94646.89030161488,94546.89030161488,0.0,100.0,0.0,0.0,94646.89030161488,81769.97166142853,0,0.0,100.0
4888,94300.95957699491,0.0,-943009.595769949,0.0,10.0,0.0,-0.0,0.01,0.415423365,41.5423365,0.0,0.0,100.0,1.0,0.08,-8.0,-65701.41593107961,65701.41593107961,0.0,-23053.241693947704,23053.241693947704,0.0,-14824.337600866427,14824.337600866427,0.0,0.0,223.3928363988384,223.3928363988384,0.0,0.0,8954.6428125,8954.6428125,0.0,-943017.595769949,-943017.595769949,103578.99522589374,103578.99522589374,103478.99522589374,0.0,100.0,0.0,0.0,103578.99522589374,94400.95957699491,0,0.0,100.0
4889,106933.7917622962,0.0,-1069337.917622962,0.0,10.0,0.0,-0.0,0.01,0.394579266,39.4579266,0.0,0.0,100.0,1.0,0.11,-11.0,-77646.15516620172,77646.15516620172,0.0,-20864.564201153,20864.564201153,0.0,-13681.453884686152,13681.453884686152,0.0,0.0,215.8838334946757,215.8838334946757,0.0,0.0,4942.497656250001,4942.497656250001,0.0,-1069348.917622962,-1069348.917622962,112192.17325204087,112192.17325204087,112092.17325204087,0.0,100.0,0.0,0.0,112192.17325204087,107033.7917622962,1,0.0,100.0
4890,109605.15102847034,0.0,-1096051.5102847035,0.0,10.0,0.0,-0.0,0.01,0.379278386,37.9278386,0.0,0.0,100.0,1.0,0.11,-11.0,-78036.82577688186,78036.82577688186,0.0,-20471.4185341894,20471.4185341894,0.0,-13399.971268615183,13399.971268615183,0.0,0.0,51.6243949661181,51.6243949661181,0.0,0.0,2151.44015625,2151.44015625,0.0,-1096062.5102847035,-1096062.5102847035,111908.21557968645,111908.21557968645,111808.21557968645,0.0,100.0,0.0,0.0,111908.21557968645,109705.15102847034,0,0.0,100.0
4891,108995.38797081189,0.0,-1089953.879708119,0.0,10.0,0.0,-0.0,0.01,0.38398724,38.398724,0.0,0.0,100.0,1.0,0.11,-11.0,-84505.2668626553,84505.2668626553,0.0,-12203.8978552958,12203.8978552958,0.0,-12402.179884032128,12402.179884032128,0.0,0.0,15.956631171345595,15.956631171345595,0.0,0.0,0.0,0.0,0.0,-1089964.879708119,-1089964.879708119,109111.34460198323,109111.34460198323,109011.34460198323,0.0,100.0,0.0,0.0,109111.34460198323,109095.38797081189,0,0.0,100.0
4892,99623.92913499373,0.0,-996239.2913499372,0.0,10.0,0.0,-0.0,0.01,0.384073505,38.4073505,0.0,0.0,100.0,1.0,0.11,-11.0,-79257.67398228237,79257.67398228237,0.0,-8911.750217776602,8911.750217776602,0.0,-11554.504934934756,11554.504934934756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-996250.2913499372,-996250.2913499372,99723.92913499373,99723.92913499373,99623.92913499373,0.0,100.0,0.0,0.0,99723.92913499373,99723.92913499373,0,0.0,100.0
4893,87015.96634669042,0.0,-870159.6634669042,0.0,10.0,0.0,-0.0,0.01,0.385183464,38.5183464,0.0,0.0,100.0,1.0,0.11,-11.0,-68510.73435774267,68510.73435774267,0.0,-8183.240369637823,8183.240369637823,0.0,-10421.991619309934,10421.991619309934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-870170.6634669042,-870170.6634669042,87115.96634669042,87115.96634669042,87015.96634669042,0.0,100.0,0.0,0.0,87115.96634669042,87115.96634669042,1,0.0,100.0
4894,73484.07835970348,0.0,-734840.7835970348,0.0,10.0,0.0,-0.0,0.01,0.3868578789999999,38.685787899999994,0.0,0.0,100.0,1.0,0.11,-11.0,-55562.24403519955,55562.24403519955,0.0,-7454.770127180613,7454.770127180613,0.0,-10567.064197323309,10567.064197323309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-734851.7835970348,-734851.7835970348,73584.07835970348,73584.07835970348,73484.07835970348,0.0,100.0,0.0,0.0,73584.07835970348,73584.07835970348,1,0.0,100.0
4895,72262.76505369598,0.0,-722627.6505369599,0.0,10.0,0.0,-0.0,0.01,0.39395449,39.395449,0.0,0.0,100.0,1.0,0.11,-11.0,-54851.14656435667,54851.14656435667,0.0,-7090.5349895613945,7090.5349895613945,0.0,-10421.083499777911,10421.083499777911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-722638.6505369599,-722638.6505369599,72362.76505369598,72362.76505369598,72262.76505369598,0.0,100.0,0.0,0.0,72362.76505369598,72362.76505369598,1,0.0,100.0
4896,72014.0462999641,0.0,-720140.462999641,0.0,10.0,0.0,-0.0,0.01,0.396624939,39.6624939,0.0,0.0,100.0,1.0,0.08,-8.0,-53119.15682322007,53119.15682322007,0.0,-8575.857385685662,8575.857385685662,0.0,-10419.032091058369,10419.032091058369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-720148.462999641,-720148.462999641,72114.0462999641,72114.0462999641,72014.0462999641,0.0,100.0,0.0,0.0,72114.0462999641,72114.0462999641,0,0.0,100.0
4897,70464.91227855122,0.0,-704649.1227855121,0.0,10.0,0.0,-0.0,0.01,0.384417656,38.4417656,0.0,0.0,100.0,1.0,0.08,-8.0,-51572.59759648201,51572.59759648201,0.0,-8575.857391645886,8575.857391645886,0.0,-10416.457290423315,10416.457290423315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-704657.1227855121,-704657.1227855121,70564.91227855122,70564.91227855122,70464.91227855122,0.0,100.0,0.0,0.0,70564.91227855122,70564.91227855122,1,0.0,100.0
4898,70410.25178014222,0.0,-704102.5178014222,0.0,10.0,0.0,-0.0,0.01,0.37357338,37.357338,0.0,0.0,100.0,1.0,0.08,-8.0,-51518.772526897206,51518.772526897206,0.0,-8575.857391645886,8575.857391645886,0.0,-10415.621861599137,10415.621861599137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-704110.5178014222,-704110.5178014222,70510.25178014222,70510.25178014222,70410.25178014222,0.0,100.0,0.0,0.0,70510.25178014222,70510.25178014222,1,0.0,100.0
4899,72152.81530960585,0.0,-721528.1530960585,0.0,10.0,0.0,-0.0,0.01,0.345389115,34.538911500000005,0.0,0.0,100.0,1.0,0.08,-8.0,-52848.06767125911,52848.06767125911,0.0,-8940.092514364547,8940.092514364547,0.0,-10464.655123982204,10464.655123982204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-721536.1530960585,-721536.1530960585,72252.81530960585,72252.81530960585,72152.81530960585,0.0,100.0,0.0,0.0,72252.81530960585,72252.81530960585,1,0.0,100.0
4900,77047.98916468157,0.0,-770479.8916468157,0.0,10.0,0.0,-0.0,0.01,0.293067034,29.3067034,0.0,0.0,100.0,1.0,0.08,-8.0,-57043.37030233252,57043.37030233252,0.0,-9647.424596625971,9647.424596625971,0.0,-10457.194265723065,10457.194265723065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-770487.8916468157,-770487.8916468157,77147.98916468157,77147.98916468157,77047.98916468157,0.0,100.0,0.0,0.0,77147.98916468157,77147.98916468157,1,0.0,100.0
4901,120190.6461325819,0.0,-1201906.461325819,0.0,10.0,0.0,-0.0,0.01,0.278227126,27.8227126,0.0,0.0,100.0,1.0,0.11,-11.0,-74411.47503459129,74411.47503459129,0.0,-25303.988605933755,25303.988605933755,0.0,-22017.642510207865,22017.642510207865,0.0,0.0,46.93126815101646,46.93126815101646,0.0,0.0,1395.5287500000002,1395.5287500000002,0.0,-1201917.461325819,-1201917.461325819,121733.10615073291,121733.10615073291,121633.10615073291,0.0,100.0,0.0,0.0,121733.10615073291,120290.6461325819,1,0.0,100.0
4902,127939.12188135335,0.0,-1279391.2188135334,0.0,10.0,0.0,-0.0,0.01,0.257193715,25.719371499999998,0.0,0.0,100.0,1.0,0.11,-11.0,-79472.092362588,79472.092362588,0.0,-28776.29298235189,28776.29298235189,0.0,-23030.218253650863,23030.218253650863,0.0,0.0,157.6890609874153,157.6890609874153,0.0,0.0,3081.79265625,3081.79265625,0.0,-1279402.2188135334,-1279402.2188135334,131278.60359859077,131278.60359859077,131178.60359859077,0.0,100.0,0.0,0.0,131278.60359859077,128039.12188135335,1,0.0,100.0
4903,143856.42833626003,0.0,-1438564.2833626003,0.0,10.0,0.0,-0.0,0.01,0.246983761,24.6983761,0.0,0.0,100.0,1.0,0.11,-11.0,-70581.61478821439,70581.61478821439,0.0,-45534.64581112918,45534.64581112918,0.0,-35181.807162739315,35181.807162739315,0.0,0.0,131.40755082284608,131.40755082284608,0.0,0.0,7210.231875,7210.231875,0.0,-1438575.2833626003,-1438575.2833626003,151298.06776208288,151298.06776208288,151198.06776208288,0.0,100.0,0.0,0.0,151298.06776208288,143956.42833626003,1,0.0,100.0
4904,133964.3480772742,0.0,-1339643.4807727418,0.0,10.0,0.0,-0.0,0.01,0.237940605,23.7940605,0.0,0.0,100.0,1.0,0.11,-11.0,-65694.22248977088,65694.22248977088,0.0,-44971.33190749629,44971.33190749629,0.0,-39529.13019410431,39529.13019410431,0.0,0.0,198.04995159728944,198.04995159728944,0.0,0.0,15932.2865625,15932.2865625,0.0,-1339654.4807727418,-1339654.4807727418,150194.68459137148,150194.68459137148,150094.68459137148,0.0,100.0,0.0,0.0,150194.68459137148,134064.3480772742,1,0.0,100.0
4905,102257.82604202858,0.0,-1022578.2604202859,0.0,10.0,0.0,-0.0,0.01,0.243719153,24.371915299999998,0.0,0.0,100.0,1.0,0.11,-11.0,-56815.31779448721,56815.31779448721,0.0,-43951.32897245117,43951.32897245117,0.0,-44656.87523679156,44656.87523679156,0.0,0.0,385.7750242013553,385.7750242013553,0.0,0.0,42679.92093750001,42679.92093750001,0.0,-1022589.2604202859,-1022589.2604202859,145423.52200372994,145423.52200372994,145323.52200372994,0.0,100.0,0.0,0.0,145423.52200372994,102357.82604202858,1,0.0,100.0
